"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"DB-303","Database Testing","Sessions","Update session status — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-304","Database Testing","Sessions","Update session status — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-305","Database Testing","Sessions","Session notification — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=201","2026-07-11T19:49:48.906Z"
"DB-306","Database Testing","Sessions","Session notification — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"DB-307","Database Testing","Sessions","Session notification — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=201","2026-07-11T19:49:48.906Z"
"DB-308","Database Testing","Sessions","Session notification — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=201","2026-07-11T19:49:48.906Z"
"DB-309","Database Testing","Sessions","Session notification — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-310","Database Testing","Sessions","Session notification — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-311","Database Testing","Sessions","Session notification — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-312","Database Testing","Sessions","Session notification — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=201","2026-07-11T19:49:48.906Z"
"DB-313","Database Testing","Feedback","Submit feedback — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=201","2026-07-11T19:49:48.906Z"
"DB-314","Database Testing","Feedback","Submit feedback — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"DB-315","Database Testing","Feedback","Submit feedback — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=201","2026-07-11T19:49:48.906Z"
"DB-316","Database Testing","Feedback","Submit feedback — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=201","2026-07-11T19:49:48.906Z"
"DB-317","Database Testing","Feedback","Submit feedback — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-318","Database Testing","Feedback","Submit feedback — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-319","Database Testing","Feedback","Submit feedback — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-320","Database Testing","Feedback","Submit feedback — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=201","2026-07-11T19:49:48.906Z"
"DB-321","Database Testing","Feedback","Duplicate feedback prevention — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=400","2026-07-11T19:49:48.906Z"
"DB-322","Database Testing","Feedback","Duplicate feedback prevention — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=400 exp=400","2026-07-11T19:49:48.906Z"
"DB-323","Database Testing","Feedback","Duplicate feedback prevention — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=400","2026-07-11T19:49:48.906Z"
"DB-324","Database Testing","Feedback","Duplicate feedback prevention — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=400","2026-07-11T19:49:48.906Z"
"DB-325","Database Testing","Feedback","Duplicate feedback prevention — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-326","Database Testing","Feedback","Duplicate feedback prevention — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-327","Database Testing","Feedback","Duplicate feedback prevention — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-328","Database Testing","Feedback","Duplicate feedback prevention — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=400","2026-07-11T19:49:48.906Z"
"DB-329","Database Testing","Feedback","Mentor rating recalculation — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=201","2026-07-11T19:49:48.906Z"
"DB-330","Database Testing","Feedback","Mentor rating recalculation — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"DB-331","Database Testing","Feedback","Mentor rating recalculation — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=201","2026-07-11T19:49:48.906Z"
"DB-332","Database Testing","Feedback","Mentor rating recalculation — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=201","2026-07-11T19:49:48.906Z"
"DB-333","Database Testing","Feedback","Mentor rating recalculation — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-334","Database Testing","Feedback","Mentor rating recalculation — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-335","Database Testing","Feedback","Mentor rating recalculation — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-336","Database Testing","Feedback","Mentor rating recalculation — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=201","2026-07-11T19:49:48.906Z"
"DB-337","Database Testing","Feedback","Rating validation — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=400","2026-07-11T19:49:48.906Z"
"DB-338","Database Testing","Feedback","Rating validation — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=400 exp=400","2026-07-11T19:49:48.906Z"
"DB-339","Database Testing","Feedback","Rating validation — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=400","2026-07-11T19:49:48.906Z"
"DB-340","Database Testing","Feedback","Rating validation — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=400","2026-07-11T19:49:48.906Z"
"DB-341","Database Testing","Feedback","Rating validation — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-342","Database Testing","Feedback","Rating validation — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-343","Database Testing","Feedback","Rating validation — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-344","Database Testing","Feedback","Rating validation — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=400","2026-07-11T19:49:48.906Z"
"DB-345","Database Testing","AI Mentor","AI chat topic advice — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-346","Database Testing","AI Mentor","AI chat topic advice — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-347","Database Testing","AI Mentor","AI chat topic advice — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-348","Database Testing","AI Mentor","AI chat topic advice — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-349","Database Testing","AI Mentor","AI chat topic advice — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-350","Database Testing","AI Mentor","AI chat topic advice — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-351","Database Testing","AI Mentor","AI chat topic advice — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-352","Database Testing","AI Mentor","AI chat topic advice — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-353","Database Testing","AI Mentor","AI local fallback — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-354","Database Testing","AI Mentor","AI local fallback — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-355","Database Testing","AI Mentor","AI local fallback — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-356","Database Testing","AI Mentor","AI local fallback — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-357","Database Testing","AI Mentor","AI local fallback — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-358","Database Testing","AI Mentor","AI local fallback — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-359","Database Testing","AI Mentor","AI local fallback — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-360","Database Testing","AI Mentor","AI local fallback — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-361","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-362","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-363","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-364","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-365","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-366","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-367","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-368","Database Testing","Realtime Chat","Socket send & persist (REST proxy) — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-369","Database Testing","Realtime Chat","Typing indicator (auth guard) — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-370","Database Testing","Realtime Chat","Typing indicator (auth guard) — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-371","Database Testing","Realtime Chat","Typing indicator (auth guard) — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-372","Database Testing","Realtime Chat","Typing indicator (auth guard) — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-373","Database Testing","Realtime Chat","Typing indicator (auth guard) — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-374","Database Testing","Realtime Chat","Typing indicator (auth guard) — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-375","Database Testing","Realtime Chat","Typing indicator (auth guard) — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-376","Database Testing","Realtime Chat","Typing indicator (auth guard) — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-377","Database Testing","Administration","Admin lists users — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-378","Database Testing","Administration","Admin lists users — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-379","Database Testing","Administration","Admin lists users — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-380","Database Testing","Administration","Admin lists users — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-381","Database Testing","Administration","Admin lists users — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-382","Database Testing","Administration","Admin lists users — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-383","Database Testing","Administration","Admin lists users — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-384","Database Testing","Administration","Admin lists users — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-385","Database Testing","Administration","Admin approves mentor — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-386","Database Testing","Administration","Admin approves mentor — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-387","Database Testing","Administration","Admin approves mentor — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-388","Database Testing","Administration","Admin approves mentor — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-389","Database Testing","Administration","Admin approves mentor — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-390","Database Testing","Administration","Admin approves mentor — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-391","Database Testing","Administration","Admin approves mentor — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-392","Database Testing","Administration","Admin approves mentor — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"DB-393","Database Testing","Administration","Admin deletes user — CREATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CREATE] create status=200","2026-07-11T19:49:48.906Z"
"DB-394","Database Testing","Administration","Admin deletes user — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"DB-395","Database Testing","Administration","Admin deletes user — UPDATE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[UPDATE] update status=200","2026-07-11T19:49:48.906Z"
"DB-396","Database Testing","Administration","Admin deletes user — DELETE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DELETE] op status=200","2026-07-11T19:49:48.906Z"
"DB-397","Database Testing","Administration","Admin deletes user — CONSTRAINT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[CONSTRAINT] required-field constraint -> 400","2026-07-11T19:49:48.906Z"
"DB-398","Database Testing","Administration","Admin deletes user — RELATION","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[RELATION] user->profile relation resolved=true","2026-07-11T19:49:48.906Z"
"DB-399","Database Testing","Administration","Admin deletes user — DEFAULTS","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[DEFAULTS] schema defaults applied: isApproved=false rating=5","2026-07-11T19:49:48.906Z"
"DB-400","Database Testing","Administration","Admin deletes user — FALLBACK","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[FALLBACK] persistence-layer parity status=200","2026-07-11T19:49:48.906Z"
"ACC-001","Accessibility Testing","Landing (/)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-002","Accessibility Testing","Landing (/)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-003","Accessibility Testing","Landing (/)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-004","Accessibility Testing","Landing (/)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-005","Accessibility Testing","Landing (/)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-006","Accessibility Testing","Landing (/)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-007","Accessibility Testing","Landing (/)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-008","Accessibility Testing","Landing (/)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-009","Accessibility Testing","Landing (/)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-010","Accessibility Testing","Landing (/)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-011","Accessibility Testing","Landing (/)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-012","Accessibility Testing","Landing (/)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-013","Accessibility Testing","Landing (/)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-014","Accessibility Testing","About (/about)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-015","Accessibility Testing","About (/about)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-016","Accessibility Testing","About (/about)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-017","Accessibility Testing","About (/about)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-018","Accessibility Testing","About (/about)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-019","Accessibility Testing","About (/about)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-020","Accessibility Testing","About (/about)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-021","Accessibility Testing","About (/about)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-022","Accessibility Testing","About (/about)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-023","Accessibility Testing","About (/about)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-024","Accessibility Testing","About (/about)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-025","Accessibility Testing","About (/about)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-026","Accessibility Testing","About (/about)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-027","Accessibility Testing","Features (/features)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-028","Accessibility Testing","Features (/features)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-029","Accessibility Testing","Features (/features)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-030","Accessibility Testing","Features (/features)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-031","Accessibility Testing","Features (/features)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-032","Accessibility Testing","Features (/features)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-033","Accessibility Testing","Features (/features)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
